panchayat_id,panchayat_name,latitude,longitude,depth,source,sand_pct,clay_pct,silt_pct,soil_type
107777,ADHATA,22.87649999518813,88.53034990659572,0-5cm,ISRIC SoilGrids,5.7,37.5,56.8,non_sandy
107778,AMDANGA,22.804946779762265,88.50961366450916,0-5cm,ISRIC SoilGrids,6.2,35.5,58.3,non_sandy
107779,BERABERIA,22.77541760455084,88.44586402742692,0-5cm,ISRIC SoilGrids,6.2,37.9,55.9,non_sandy
107780,BODAI,22.7930050666728,88.47801808816678,0-5cm,ISRIC SoilGrids,5.7,37.9,56.4,non_sandy
107781,CHANDIGARH,22.865638306682047,88.48422220761489,0-5cm,ISRIC SoilGrids,4.7,34.8,60.6,non_sandy
107782,MARICHA,22.915610145715505,88.52656344194293,0-5cm,ISRIC SoilGrids,8.1,37.9,54.0,non_sandy
107783,SADHANPUR,22.836689283126614,88.50403436810248,0-5cm,ISRIC SoilGrids,5.0,35.5,59.5,non_sandy
107784,TARABERIA,22.821180120142344,88.46001493875849,0-5cm,ISRIC SoilGrids,6.8,39.1,54.1,non_sandy
