gp_code,panchayat_id,panchayat_name,block_name,district_name,latitude,longitude
107673,WB_107673,Hansan-II,Rampurhat-II,Birbhum,24.19989147,87.88296254
107674,WB_107674,Kaluha,Rampurhat-II,Birbhum,24.20818084,87.84593529
107675,WB_107675,Margram-I,Rampurhat-II,Birbhum,24.07775562,88.0065713
107676,WB_107676,Margram-II,Rampurhat-II,Birbhum,24.07104912,88.01075359
107677,WB_107677,Ahmadpur,Sainthia,Birbhum,23.82846424,87.68936327
107678,WB_107678,Amarpur,Sainthia,Birbhum,23.84071927,87.68482878
107679,WB_107679,Banagram,Sainthia,Birbhum,23.84508072,87.69498689
107680,WB_107680,Bhromorkole,Sainthia,Birbhum,23.854734,87.7029967
107681,WB_107681,Deariapur,Sainthia,Birbhum,23.86852439,87.7059077
107682,WB_107682,Fulur,Sainthia,Birbhum,23.86110433,87.67647036
107683,WB_107683,Harisara,Sainthia,Birbhum,23.98804277,87.68135242
107684,WB_107684,Hatora,Sainthia,Birbhum,23.87455382,87.669505
107685,WB_107685,Alunda,Suri-I,Birbhum,23.91801707,87.51429279
107686,WB_107686,Bhurkuna,Suri-I,Birbhum,23.83485121,87.50007777
107687,WB_107687,Karidhya,Suri-I,Birbhum,23.91467523,87.50956357
107688,WB_107688,Khatanga,Suri-I,Birbhum,23.96335416,87.48351802
107689,WB_107689,Mallickpur,Suri-I,Birbhum,23.8628939,87.51259507
107690,WB_107690,Nagari,Suri-I,Birbhum,23.93257781,87.46662692
107691,WB_107691,Tilpara,Suri-I,Birbhum,23.92597658,87.52870485
107692,WB_107692,Mathpalsa,Suri-I,Birbhum,23.86408137,87.524851
107693,WB_107693,Abinashpur,SURI-II,Birbhum,23.81075466,87.57761242
107694,WB_107694,Bonsanka,SURI-II,Birbhum,23.85966367,87.56753996
107695,WB_107695,Domdoma,SURI-II,Birbhum,23.86051784,87.57513635
107696,WB_107696,Kendua,SURI-II,Birbhum,23.80786942,87.55805331
107697,WB_107697,Koma,SURI-II,Birbhum,23.84141293,87.53977343
107698,WB_107698,Purandarpur,SURI-II,Birbhum,23.85887675,87.58285235
107699,WB_107699,Panrui,SURI-II,Birbhum,23.7740826,87.61685936
107700,WB_107700,Sangra,SURI-II,Birbhum,23.87504301,87.560574
107701,WB_107701,Chandamari,Cooch Behar - I,Cooch Behar,26.28783584,89.4215246
107702,WB_107702,Chilkirhat,Cooch Behar - I,Cooch Behar,26.39623573,89.42283594
107703,WB_107703,Dawaguri,Cooch Behar - I,Cooch Behar,26.39187428,89.41246551
107704,WB_107704,Dewanhat,Cooch Behar - I,Cooch Behar,26.29032045,89.2885099
107705,WB_107705,Falimari,Cooch Behar - I,Cooch Behar,26.36843061,89.40131645
107706,WB_107706,Ghughumari,Cooch Behar - I,Cooch Behar,26.33284657,89.32336538
107707,WB_107707,Guriahati - I,Cooch Behar - I,Cooch Behar,26.30935535,89.47011544
107708,WB_107708,Guriahati - II,Cooch Behar - I,Cooch Behar,26.30553173,89.47437773
107709,WB_107709,Haribhanga,Cooch Behar - I,Cooch Behar,26.35891593,89.44925555
107710,WB_107710,Jiranpur,Cooch Behar - I,Cooch Behar,26.36056187,89.46265719
107711,WB_107711,Moamari,Cooch Behar - I,Cooch Behar,26.33777467,89.58899302
107712,WB_107712,AMBARI,COOCH BEHAR-II,Cooch Behar,26.262836,89.42955402
107713,WB_107713,BANESWAR,COOCH BEHAR-II,Cooch Behar,26.26835216,89.4343581
107714,WB_107714,BARARANGRASH,COOCH BEHAR-II,Cooch Behar,26.27685073,89.43513594
107715,WB_107715,CHAKCHAKA,COOCH BEHAR-II,Cooch Behar,26.33378691,89.48621385
107716,WB_107716,DHANGDHINGGURI,COOCH BEHAR-II,Cooch Behar,26.29346663,89.419508
107717,WB_107717,GOPALPUR,COOCH BEHAR-II,Cooch Behar,26.29612896,89.40413021
107718,WB_107718,KHAGRABARI,COOCH BEHAR-II,Cooch Behar,26.34794999,89.45626678
107719,WB_107719,KHAPAIDANGA,COOCH BEHAR-II,Cooch Behar,26.35059123,89.51918248
107720,WB_107720,MADHUPUR,COOCH BEHAR-II,Cooch Behar,26.17086085,89.55534803
107721,WB_107721,MARICHBARI KHOLTA,COOCH BEHAR-II,Cooch Behar,26.25318272,89.39352032
107722,WB_107722,PATLAKHAWA,COOCH BEHAR-II,Cooch Behar,26.24117687,89.39535572
107723,WB_107723,Baro Atiabari-I,Dinhata-I,Cooch Behar,26.10243604,89.43081399
107724,WB_107724,Baro Atiabari-II,Dinhata-I,Cooch Behar,26.12671999,89.446175
107725,WB_107725,Baro Soulmari,Dinhata-I,Cooch Behar,26.12241182,89.4523194
107726,WB_107726,Bhetaguri-I,Dinhata-I,Cooch Behar,26.12171427,89.4617859
107727,WB_107727,Bhetaguri-II,Dinhata-I,Cooch Behar,26.12607572,89.47213433
107728,WB_107728,Dinhata Village -I,Dinhata-I,Cooch Behar,26.13685615,89.47893698
107729,WB_107729,Dinhata Village -II,Dinhata-I,Cooch Behar,26.13303539,89.47467782
107730,WB_107730,Gitaldaha-I,Dinhata-I,Cooch Behar,26.09694225,89.48399764
107731,WB_107731,Gitaldaha-II,Dinhata-I,Cooch Behar,26.10076304,89.48825531
107732,WB_107732,Gosanimari-I,Dinhata-I,Cooch Behar,26.15554882,89.446175
107733,WB_107733,Gosanimari-II,Dinhata-I,Cooch Behar,26.15903407,89.43542229
107734,WB_107734,Bamanhat-I,DINHATA-II,Cooch Behar,26.14424913,89.52233678
107735,WB_107735,Bamanhat-II,DINHATA-II,Cooch Behar,26.13638039,89.50937941
107736,WB_107736,Barasakdal,DINHATA-II,Cooch Behar,26.1207311,89.54831468
107737,WB_107737,Burirhat-I,DINHATA-II,Cooch Behar,26.11707384,89.53162776
107738,WB_107738,Burirhat-II,DINHATA-II,Cooch Behar,26.10857527,89.53085086
107739,WB_107739,Chowdhurihat,DINHATA-II,Cooch Behar,26.09928493,89.5357085
107740,WB_107740,G.Nayarhat,DINHATA-II,Cooch Behar,26.09195937,89.54646
107741,WB_107741,Kishamat dasgram,DINHATA-II,Cooch Behar,26.08929704,89.56181928
107742,WB_107742,Nazirhat-I,DINHATA-II,Cooch Behar,26.11621967,89.55355506
107743,WB_107743,Nazirhat-II,DINHATA-II,Cooch Behar,26.11707384,89.56129224
107744,WB_107744,Sahebganj,DINHATA-II,Cooch Behar,26.11617288,89.59465535
107745,WB_107745,Boxiganj,Haldibari,Cooch Behar,26.33192728,88.85517001
107746,WB_107746,Dakshin Bara Haldibari,Haldibari,Cooch Behar,26.34094682,88.83016204
107747,WB_107747,Dewanganj,Haldibari,Cooch Behar,26.35556696,88.84455467
107748,WB_107748,Hemkumari,Haldibari,Cooch Behar,26.26923408,88.8460493
107749,WB_107749,Permekhliganj,Haldibari,Cooch Behar,26.33559118,88.82301473
107750,WB_107750,Uttar Bara Haldibari,Haldibari,Cooch Behar,26.36052733,88.81006347
107751,WB_107751,Panisala,Haldibari,Cooch Behar,26.43990369,88.93664101
107752,WB_107752,Patchhara,Haldibari,Cooch Behar,26.322274,88.79499501
107753,WB_107753,Putimari Fuleswari,Haldibari,Cooch Behar,26.30848361,88.7920247
107754,WB_107754,Suktabari,Haldibari,Cooch Behar,26.31590367,88.82206175
107755,WB_107755,PUNDIBARI,Haldibari,Cooch Behar,26.30895682,88.82301473
107756,WB_107756,Bairagirhat,MATHABHANGA-I,Cooch Behar,26.23581051,89.30267218
107757,WB_107757,Gopalpur,MATHABHANGA-I,Cooch Behar,26.46483129,89.06409287
107758,WB_107758,Hazrahat - I,MATHABHANGA-I,Cooch Behar,26.36375487,89.27025686
107759,WB_107759,Hazrahat - II,MATHABHANGA-I,Cooch Behar,26.37162361,89.28324358
107760,WB_107760,Jorepatki,MATHABHANGA-I,Cooch Behar,26.385414,89.25613566
107761,WB_107761,Kedarhat,MATHABHANGA-I,Cooch Behar,26.39093016,89.26094483
107762,WB_107762,Kurshamari,MATHABHANGA-I,Cooch Behar,26.3119613,89.18540805
107763,WB_107763,Nayarhat,MATHABHANGA-I,Cooch Behar,26.40871907,89.25685485
107764,WB_107764,Pachagar,MATHABHANGA-I,Cooch Behar,26.32669913,89.20130919
107765,WB_107765,Shikarpur,MATHABHANGA-I,Cooch Behar,26.41870696,89.23068493
107766,WB_107766,TAKAGACHH RAJARHAT,MATHABHANGA-I,Cooch Behar,26.39178433,89.23896787
107767,WB_107767,A.K.Paradubi,Mathabhanga-II,Cooch Behar,26.35978816,89.15592717
107768,WB_107768,Barasoulmari,Mathabhanga-II,Cooch Behar,26.49100047,89.21089585
107769,WB_107769,Fulbari,Mathabhanga-II,Cooch Behar,26.34461872,89.1447808
107770,WB_107770,Ghoksadanga,Mathabhanga-II,Cooch Behar,26.33261287,89.14661766
107771,WB_107771,Latapota,Mathabhanga-II,Cooch Behar,26.32097904,89.15539907
107772,WB_107772,Nishiganj-I,Mathabhanga-II,Cooch Behar,26.34526299,89.170789
107773,WB_107773,Nishiganj-II,Mathabhanga-II,Cooch Behar,26.34095482,89.17694497
107774,WB_107774,Premerdanga,Mathabhanga-II,Cooch Behar,26.34025727,89.18642928
107775,WB_107775,Ruidanga,Mathabhanga-II,Cooch Behar,26.39662498,89.29012503
107776,WB_107776,Unishbisha,Mathabhanga-II,Cooch Behar,26.40932488,89.28574818
107785,WB_107785,Matalhat,Mathabhanga-II,Cooch Behar,26.34875584,89.15592717
107786,WB_107786,Bagdokra-Fulkadabri,Mekhliganj,Cooch Behar,26.33526435,88.97878931
107787,WB_107787,Bhotbari,Mekhliganj,Cooch Behar,26.33838292,88.9646671
107788,WB_107788,Changrabandha,Mekhliganj,Cooch Behar,26.38039037,88.97439
107789,WB_107789,Jamaldaha,Mekhliganj,Cooch Behar,26.46085392,88.97720924
107790,WB_107790,Kuchlibari,Mekhliganj,Cooch Behar,26.26169953,89.00651164
107791,WB_107791,Niztaraf,Mekhliganj,Cooch Behar,26.40550484,88.98925913
107792,WB_107792,Ranirhat,Mekhliganj,Cooch Behar,26.411021,88.99651957
107793,WB_107793,Uchalpukuri,Mekhliganj,Cooch Behar,26.47523382,89.00698477
107794,WB_107794,Okrabari,Mekhliganj,Cooch Behar,26.43268013,88.99857322
107795,WB_107795,Petla,Mekhliganj,Cooch Behar,26.44431396,88.98978749
107796,WB_107796,Putimari-I,Mekhliganj,Cooch Behar,26.42003001,88.97439
107797,WB_107797,ADABARI,SITAI,Cooch Behar,26.12694418,89.32385776
107798,WB_107798,BR.CHATRA,SITAI,Cooch Behar,26.12764173,89.31439306
107799,WB_107799,CHAMTA,SITAI,Cooch Behar,26.03351814,89.36182466
107800,WB_107800,SITAI-I,SITAI,Cooch Behar,26.05366623,89.32250969
107801,WB_107801,SITAI-II,SITAI,Cooch Behar,26.05748696,89.32676585
107802,WB_107802,Putimari-II,SITAI,Cooch Behar,26.21890118,89.30934636
107803,WB_107803,Sukarurkuthi,SITAI,Cooch Behar,26.10030982,89.32385776
107804,WB_107804,Maruganj,SITAI,Cooch Behar,26.09380718,89.330001
107805,WB_107805,Nakkatigachh,SITAI,Cooch Behar,26.22871143,89.4445883
107806,WB_107806,Natabari-I,SITAI,Cooch Behar,26.16584231,89.30839402
107807,WB_107807,Barokaimari,Sitalkuchi,Cooch Behar,26.21324361,89.27124983
107808,WB_107808,Bhawairthana,Sitalkuchi,Cooch Behar,26.227034,89.24417893
107809,WB_107809,Chhotosalbari,Sitalkuchi,Cooch Behar,26.22340394,89.25583309
107810,WB_107810,Golenowhati,Sitalkuchi,Cooch Behar,26.14466765,89.18715147
107811,WB_107811,Gossairhat,Sitalkuchi,Cooch Behar,26.25033907,89.24489714
107812,WB_107812,Khalishamari,Sitalkuchi,Cooch Behar,26.24768439,89.35321607
107813,WB_107813,Lalbazar,Sitalkuchi,Cooch Behar,26.12273139,89.25595761
107814,WB_107814,Sitalkuchi,Sitalkuchi,Cooch Behar,26.17264433,89.19387441
107815,WB_107815,Natabari-II,Sitalkuchi,Cooch Behar,26.16563066,89.31137223
107816,WB_107816,SALBARI-II,Sitalkuchi,Cooch Behar,26.227034,89.21204156
107817,WB_107817,Andaranfulbari-I,Tufanganj - I,Cooch Behar,26.33181739,89.66574582
107818,WB_107818,Andaranfulbari-II,Tufanganj - I,Cooch Behar,26.3356411,89.6614828
107819,WB_107819,Balabhut,Tufanganj - I,Cooch Behar,26.22316632,89.70105708
107820,WB_107820,Balarampur-I,Tufanganj - I,Cooch Behar,26.24335483,89.58798419
107821,WB_107821,Balarampur-II,Tufanganj - I,Cooch Behar,26.24717556,89.59224728
107822,WB_107822,Chilakhana-I,Tufanganj - I,Cooch Behar,26.30471134,89.59195396
107823,WB_107823,Chilakhana-II,Tufanganj - I,Cooch Behar,26.30089058,89.58768865
107824,WB_107824,Deocharai,Tufanganj - I,Cooch Behar,26.27868705,89.61193008
107825,WB_107825,Dhalpal-I,Tufanganj - I,Cooch Behar,26.39318015,89.65332447
107826,WB_107826,Dhalpal-II,Tufanganj - I,Cooch Behar,26.39700374,89.64905906
107827,WB_107827,BAROKODALI-I,TUFANGANJ-II,Cooch Behar,26.35645418,89.71972238
107828,WB_107828,BAROKODALI-II,TUFANGANJ-II,Cooch Behar,26.36295682,89.713567
107829,WB_107829,BHANUKUMARI-I,TUFANGANJ-II,Cooch Behar,26.34339439,89.76689556
107830,WB_107830,BHANUKUMARI-II,TUFANGANJ-II,Cooch Behar,26.33957071,89.77115904
107831,WB_107831,FALIMARI,TUFANGANJ-II,Cooch Behar,26.38446303,89.82038701
107832,WB_107832,MAHISHKUCHI-I,TUFANGANJ-II,Cooch Behar,26.38630309,89.76452988
107833,WB_107833,MAHISHKUCHI-II,TUFANGANJ-II,Cooch Behar,26.38248233,89.76026156
107834,WB_107834,RAMPUR-I,TUFANGANJ-II,Cooch Behar,26.43878998,89.80074713
107835,WB_107835,RAMPUR-II,TUFANGANJ-II,Cooch Behar,26.44261077,89.80501736
107836,WB_107836,SALBARI-I,TUFANGANJ-II,Cooch Behar,26.39881181,89.84
107837,WB_107837,Amritakahanda,Balurghat,Dakshin Dinajpur,25.38533319,88.78238948
107838,WB_107838,Bhatpara,Balurghat,Dakshin Dinajpur,25.19639494,88.77471074
107839,WB_107839,Boalder,Balurghat,Dakshin Dinajpur,25.25956163,88.75625997
107840,WB_107840,Bolla,Balurghat,Dakshin Dinajpur,25.3340975,88.7195245
107841,WB_107841,Chakvrigu,Balurghat,Dakshin Dinajpur,25.30440928,88.82232347
107842,WB_107842,Chingishpur,Balurghat,Dakshin Dinajpur,25.27086297,88.86143375
107843,WB_107843,Danga,Balurghat,Dakshin Dinajpur,25.25741275,88.7942153
107844,WB_107844,Gopalbati,Balurghat,Dakshin Dinajpur,25.30303558,88.86901504
107845,WB_107845,Brajaballavpur,Banshihari,Dakshin Dinajpur,25.42731718,88.37656686
107846,WB_107846,Ellahabad,Banshihari,Dakshin Dinajpur,25.42801473,88.36715777
107847,WB_107847,Ganguria,Banshihari,Dakshin Dinajpur,25.32232683,88.36146709
107848,WB_107848,Mahabari,Banshihari,Dakshin Dinajpur,25.36507847,88.35206843
107849,WB_107849,Jalghar,Banshihari,Dakshin Dinajpur,25.40020961,88.34581413
107850,WB_107850,Najirpur,Banshihari,Dakshin Dinajpur,25.40762967,88.37562117
107851,WB_107851,Patiram,Banshihari,Dakshin Dinajpur,25.40068282,88.37656686
107852,WB_107852,Nandanpur,Banshihari,Dakshin Dinajpur,25.39340658,88.46759266
107853,WB_107853,Ashokegram,Gangarampur,Dakshin Dinajpur,25.44152572,88.67489989
107854,WB_107854,Basuria,Gangarampur,Dakshin Dinajpur,25.31305728,88.50167407
107855,WB_107855,Belbari -I,Gangarampur,Dakshin Dinajpur,25.38165803,88.50077904
107856,WB_107856,Belbari -II,Gangarampur,Dakshin Dinajpur,25.37783435,88.50500797
107857,WB_107857,Chaloon,Gangarampur,Dakshin Dinajpur,25.38585616,88.56420884
107858,WB_107858,Damdama,Gangarampur,Dakshin Dinajpur,25.39435473,88.5649809
107859,WB_107859,Gangarampur,Gangarampur,Dakshin Dinajpur,25.38034222,88.54542406
107860,WB_107860,Jahangirpur,Gangarampur,Dakshin Dinajpur,25.459003,88.55956684
107861,WB_107861,Bagichapur,Harirampur,Dakshin Dinajpur,25.39263922,88.30421256
107862,WB_107862,Bairhatta,Harirampur,Dakshin Dinajpur,25.41825984,88.30493354
107863,WB_107863,Gokarna,Harirampur,Dakshin Dinajpur,25.36970374,88.20850387
107864,WB_107864,Pundari,Harirampur,Dakshin Dinajpur,25.351398,88.29419661
107865,WB_107865,Saiyadpur,Harirampur,Dakshin Dinajpur,25.36890772,88.24072367
107866,WB_107866,Shirsi,Harirampur,Dakshin Dinajpur,25.3223588,88.24281274
107867,WB_107867,Sukdebpur,Harirampur,Dakshin Dinajpur,25.34526804,88.25125463
107868,WB_107868,Uday,Harirampur,Dakshin Dinajpur,25.36955199,88.266518
107869,WB_107869,Binshira,Hili,Dakshin Dinajpur,25.25494182,88.90256179
107870,WB_107870,Dhalpara,Hili,Dakshin Dinajpur,25.28947746,88.95357035
107871,WB_107871,Hili,Hili,Dakshin Dinajpur,25.25860572,88.92223285
107872,WB_107872,Jamalpur,Hili,Dakshin Dinajpur,25.23067366,88.93976874
107873,WB_107873,Panjul,Hili,Dakshin Dinajpur,25.29723027,88.96312627
107874,WB_107874,Ramchandrapur,Hili,Dakshin Dinajpur,25.27462933,88.90350634
107875,WB_107875,Rampara Chenchra,Hili,Dakshin Dinajpur,25.28157618,88.90256179
107876,WB_107876,Tapan Chandipur,Hili,Dakshin Dinajpur,25.28807882,88.896462
107877,WB_107877,Batun,Kumarganj,Dakshin Dinajpur,25.35927786,88.81472093
107878,WB_107878,Bhour,Kumarganj,Dakshin Dinajpur,25.41693905,88.71198249
107879,WB_107879,Deor,Kumarganj,Dakshin Dinajpur,25.38423939,88.72147743
107880,WB_107880,Jakhirpur,Kumarganj,Dakshin Dinajpur,25.47215245,88.82369666
107881,WB_107881,Mohana,Kumarganj,Dakshin Dinajpur,25.39079283,88.76120138
107882,WB_107882,Ramkrishnapur,Kumarganj,Dakshin Dinajpur,25.35643427,88.74281337
107883,WB_107883,Safanagar,Kumarganj,Dakshin Dinajpur,25.44774991,88.70862013
107884,WB_107884,Samjhia,Kumarganj,Dakshin Dinajpur,25.33981837,88.758324
107885,WB_107885,Akcha,Kushmandi,Dakshin Dinajpur,25.55844542,88.37565728
107886,WB_107886,Berail,Kushmandi,Dakshin Dinajpur,25.47286844,88.29945481
107887,WB_107887,Deul,Kushmandi,Dakshin Dinajpur,25.51374574,88.32359557
107888,WB_107888,Kalikamora,Kushmandi,Dakshin Dinajpur,25.45567338,88.40956199
107889,WB_107889,Karanji,Kushmandi,Dakshin Dinajpur,25.56760529,88.41797402
107890,WB_107890,Kushmandi,Kushmandi,Dakshin Dinajpur,25.52437103,88.37331038
107891,WB_107891,Maligaon,Kushmandi,Dakshin Dinajpur,25.49385049,88.48449414
107892,WB_107892,Udaypur,Kushmandi,Dakshin Dinajpur,25.56725258,88.46578818
107893,WB_107893,Ajmatpur,Tapan,Dakshin Dinajpur,25.33592918,88.56755247
107894,WB_107894,Autina,Tapan,Dakshin Dinajpur,25.33662673,88.5581505
107895,WB_107895,Dwipkhanda,Tapan,Dakshin Dinajpur,25.29804919,88.59344133
107896,WB_107896,Gofanagar,Tapan,Dakshin Dinajpur,25.26181757,88.69007277
107897,WB_107897,Gurail,Tapan,Dakshin Dinajpur,25.30882161,88.536823
107898,WB_107898,Harsura,Tapan,Dakshin Dinajpur,25.36236052,88.63578812
107899,WB_107899,Hazratpur,Tapan,Dakshin Dinajpur,25.32339074,88.43778574
107900,WB_107900,Malancha,Tapan,Dakshin Dinajpur,25.36139781,88.60041329
107901,WB_107901,Badamtam,Darjeeling-Pulbazar,Darjeeling,27.09986091,88.29519593
107902,WB_107902,Bijanbari-Pulbazar,Darjeeling-Pulbazar,Darjeeling,27.09195682,88.20055836
107903,WB_107903,Chongtong,Darjeeling-Pulbazar,Darjeeling,27.06499471,88.19968147
107904,WB_107904,Dabaipani,Darjeeling-Pulbazar,Darjeeling,27.068506,88.22202822
107905,WB_107905,Darjeeling-I,Darjeeling-Pulbazar,Darjeeling,27.07402216,88.22686635
107906,WB_107906,Darjeeling-II,Darjeeling-Pulbazar,Darjeeling,27.08252073,88.2276497
107907,WB_107907,Goke-I,Darjeeling-Pulbazar,Darjeeling,27.10880549,88.23674305
107908,WB_107908,Goke-II,Darjeeling-Pulbazar,Darjeeling,27.09913663,88.211911
107909,WB_107909,Jhepi,Darjeeling-Pulbazar,Darjeeling,27.08328561,88.14731196
107910,WB_107910,Takdah,Rangli-Rangliot,Darjeeling,27.01568333,88.35635282
107911,WB_107911,Teesta Valley,Rangli-Rangliot,Darjeeling,27.08519688,88.37992516
107912,WB_107912,Rangliot,Rangli-Rangliot,Darjeeling,27.03023235,88.35988954
107913,WB_107913,Labdah,Rangli-Rangliot,Darjeeling,26.95470913,88.33835168
107914,WB_107914,Pubong,Rangli-Rangliot,Darjeeling,27.02231479,88.32815765
107915,WB_107915,Singrimtam,Rangli-Rangliot,Darjeeling,27.07893389,88.34133781
107916,WB_107916,Maneydara,Rangli-Rangliot,Darjeeling,27.00030399,88.363503
107917,WB_107917,Tukdah,Rangli-Rangliot,Darjeeling,27.06401144,88.34607491
107918,WB_107918,Glenburn,Rangli-Rangliot,Darjeeling,26.99529827,88.3792334
107919,WB_107919,Sukhiapokhri,Jorebunglow-Sukhiapokhri,Darjeeling,26.98859882,88.13524467
107920,WB_107920,Ghum Khasmahal,Jorebunglow-Sukhiapokhri,Darjeeling,26.976698,88.26545844
107921,WB_107921,Rangbhang,Jorebunglow-Sukhiapokhri,Darjeeling,26.98716606,88.28093754
107922,WB_107922,Pokhriabong-I,Jorebunglow-Sukhiapokhri,Darjeeling,26.956964,88.18371023
107923,WB_107923,Pokhriabong-II,Jorebunglow-Sukhiapokhri,Darjeeling,26.96078473,88.18799999
107924,WB_107924,Pokhriabong-III,Jorebunglow-Sukhiapokhri,Darjeeling,26.96078765,88.17942374
107925,WB_107925,Sonada-I,Jorebunglow-Sukhiapokhri,Darjeeling,26.96500883,88.27916477
107926,WB_107926,Sonada-II,Jorebunglow-Sukhiapokhri,Darjeeling,26.96118521,88.28345159
107927,WB_107927,Mungpoo,Jorebunglow-Sukhiapokhri,Darjeeling,26.99048839,88.19373018
107928,WB_107928,Chimney-Deorali,Kurseong,Darjeeling,26.870645,88.34321854
107929,WB_107929,Mahanadi,Kurseong,Darjeeling,26.82593327,88.36534911
107930,WB_107930,Rangbull,Kurseong,Darjeeling,26.98984053,88.28070606
107931,WB_107931,St. Marys,Kurseong,Darjeeling,26.8938826,88.28691797
107932,WB_107932,Gayabari-I,Kurseong,Darjeeling,26.86201497,88.32069717
107933,WB_107933,Gayabari-II,Kurseong,Darjeeling,26.86583862,88.31641429
107934,WB_107934,Tindharia,Kurseong,Darjeeling,26.85999781,88.34117825
107935,WB_107935,Sukna,Kurseong,Darjeeling,26.79344512,88.36082186
107936,WB_107936,Sepoydhura,Kurseong,Darjeeling,26.90993391,88.28543835
107937,WB_107937,Chenga Panighata,Mirik,Darjeeling,26.84652928,88.23829311
107938,WB_107938,Soureni-I,Mirik,Darjeeling,26.85853513,88.23644849
107939,WB_107939,Soureni-II,Mirik,Darjeeling,26.87016896,88.22762996
107940,WB_107940,Mirik,Mirik,Darjeeling,26.88902342,88.21236752
107941,WB_107941,Duptin,Mirik,Darjeeling,26.85019318,88.20599301
107942,WB_107942,Pahilagaon,Mirik,Darjeeling,26.85089073,88.19646862
107943,WB_107943,Soureni-Busty,Mirik,Darjeeling,26.84652928,88.18605689
107944,WB_107944,Mirik-Bazar,Mirik,Darjeeling,26.8851998,88.21665146
107945,WB_107945,Tingling,Mirik,Darjeeling,26.8415647,88.19385497
107946,WB_107946,Atharakhai,Matigara,Darjeeling,26.74240867,88.36635528
107947,WB_107947,Champasari,Matigara,Darjeeling,26.78820237,88.43563623
107948,WB_107948,Matigara-I,Matigara,Darjeeling,26.71911279,88.38585085
107949,WB_107949,Matigara-II,Matigara,Darjeeling,26.71528911,88.39012831
107950,WB_107950,Patharghata,Matigara,Darjeeling,26.63941531,88.26186297
107951,WB_107951,Khaprail,Matigara,Darjeeling,26.76988391,88.32323003
107952,WB_107952,Dagapur,Matigara,Darjeeling,26.748779,88.38357761
107953,WB_107953,Shivmandir,Matigara,Darjeeling,26.75429516,88.38840205
107954,WB_107954,Bairatisal,Matigara,Darjeeling,26.71274712,88.35196592
107955,WB_107955,Gossainpur,Naxalbari,Darjeeling,26.72667107,88.28755776
107956,WB_107956,Hatighisa,Naxalbari,Darjeeling,26.73399663,88.276752
107957,WB_107957,Lower Bagdogra,Naxalbari,Darjeeling,26.73665896,88.26131519
107958,WB_107958,Moniram,Naxalbari,Darjeeling,26.70973633,88.26962113
107959,WB_107959,Naxalbari,Naxalbari,Darjeeling,26.70888216,88.2618449
107960,WB_107960,Upper Bagdogra,Naxalbari,Darjeeling,26.703366,88.25456592
107961,WB_107961,Panighatta-More,Naxalbari,Darjeeling,26.81031255,88.23208747
107962,WB_107962,Bengdubi,Naxalbari,Darjeeling,26.68170687,88.25250703
107963,WB_107963,Tarabari,Naxalbari,Darjeeling,26.73181187,88.32487615
107964,WB_107964,Bidhannagar-1,Phansidewa,Darjeeling,26.60373199,88.29024
107965,WB_107965,Bidhannagar-2,Phansidewa,Darjeeling,26.59942382,88.29640982
107966,WB_107966,Chathat Bansgaon,Phansidewa,Darjeeling,26.59872627,88.30591547
107967,WB_107967,Ghospukur,Phansidewa,Darjeeling,26.60308772,88.31630672
107968,WB_107968,Hetmuri Singhijhora,Phansidewa,Darjeeling,26.61873233,88.33458751
107969,WB_107969,Jalas Nizamtara,Phansidewa,Darjeeling,26.62653139,88.32747817
107970,WB_107970,Phansidewa Bansgaon,Phansidewa,Darjeeling,26.61911133,88.29736521
107971,WB_107971,Muraliganj,Phansidewa,Darjeeling,26.62605818,88.29640982
107972,WB_107972,Liusingh,Phansidewa,Darjeeling,26.61582773,88.36675381
107973,WB_107973,Binnabari,Kharibari,Darjeeling,26.62309207,88.20037004
107974,WB_107974,Buraganj,Kharibari,Darjeeling,26.60795983,88.23903133
107975,WB_107975,Kharibari-Panishali,Kharibari,Darjeeling,26.5489112,88.18322487
107976,WB_107976,Raniganj-Panishali,Kharibari,Darjeeling,26.599787,88.20109057
107977,WB_107977,Batasi,Kharibari,Darjeeling,26.59427084,88.19627242
107978,WB_107978,Gandagal,Kharibari,Darjeeling,26.62477188,88.16975525
107979,WB_107979,Adhikari,Kharibari,Darjeeling,26.57648193,88.20037004
107980,WB_107980,Singhabad,Kharibari,Darjeeling,26.56915637,88.211166
107981,WB_107981,Arandi-I,Arambagh,Hooghly,22.81086264,87.86841038
107982,WB_107982,Arandi-II,Arambagh,Hooghly,22.81468635,87.86426552
107983,WB_107983,Batanal,Arambagh,Hooghly,22.91697458,87.86512133
107984,WB_107984,Gourhati-I,Arambagh,Hooghly,22.845216,87.86500088
107985,WB_107985,Gourhati-II,Arambagh,Hooghly,22.85486928,87.8687828
107986,WB_107986,Harinkhola-I,Arambagh,Hooghly,22.877361,87.92616024
107987,WB_107987,Harinkhola-II,Arambagh,Hooghly,22.87354024,87.92201015
107988,WB_107988,Madhabpur,Arambagh,Hooghly,22.82197214,87.84810966
107989,WB_107989,Mayapur-I,Arambagh,Hooghly,22.85589491,87.86187782
107990,WB_107990,Mayapur-II,Arambagh,Hooghly,22.8597185,87.85773146
107991,WB_107991,Moloypur-I,Arambagh,Hooghly,22.85486928,87.8182052
107992,WB_107992,Moloypur-II,Arambagh,Hooghly,22.845216,87.81025609
