panchayat_id,panchayat_name,latitude,longitude,elevation,nearest_river,distance_to_river_m
A1,ADHATA,22.87649999518813,88.53034990659572,7.0,Ganges,10935.571431218155
A2,AMDANGA,22.804946779762265,88.50961366450916,5.0,Ganges,14158.797260400808
A3,BERABERIA,22.77541760455084,88.44586402742692,7.0,Ganges,8686.371674561437
A4,BODAI,22.7930050666728,88.47801808816678,6.0,Ganges,11369.58505495532
A5,CHANDIGARH,22.865638306682047,88.48422220761489,4.0,Ganges,9459.177717061471
A6,MARICHA,22.915610145715505,88.52656344194293,9.0,Ganges,6607.86061057882
A7,SADHANPUR,22.836689283126614,88.50403436810248,12.0,Ganges,12590.222600614068
A8,TARABERIA,22.821180120142344,88.46001493875849,5.0,Ganges,8775.35558906746
